timestamp,open,high,low,close
2020-12-16 20:00:00,20736.87000000,20757.57000000,20736.87000000,20739.98000000
2020-12-16 20:01:00,20740.91000000,20751.14000000,20738.29000000,20739.29000000
2020-12-16 20:02:00,20739.29000000,20752.00000000,20739.28000000,20742.47000000
2020-12-16 20:03:00,20742.47000000,20748.00000000,20733.91000000,20745.51000000
2020-12-16 20:04:00,20745.51000000,20745.51000000,20735.19000000,20740.31000000
2020-12-16 20:05:00,20740.31000000,20770.00000000,20740.31000000,20762.26000000
2020-12-16 20:06:00,20762.27000000,20763.91000000,20727.30000000,20755.55000000
2020-12-16 20:07:00,20755.55000000,20770.00000000,20750.00000000,20755.53000000
2020-12-16 20:08:00,20755.53000000,20769.00000000,20752.84000000,20766.39000000
2020-12-16 20:09:00,20766.40000000,20770.00000000,20755.53000000,20760.87000000
2020-12-16 20:10:00,20760.87000000,20770.00000000,20752.86000000,20769.99000000
2020-12-16 20:11:00,20770.00000000,20780.00000000,20760.31000000,20762.81000000
2020-12-16 20:12:00,20762.81000000,20774.99000000,20760.46000000,20760.62000000
2020-12-16 20:13:00,20760.62000000,20785.00000000,20760.62000000,20785.00000000
2020-12-16 20:14:00,20785.00000000,20787.99000000,20774.00000000,20783.27000000
2020-12-16 20:15:00,20784.97000000,20799.00000000,20783.28000000,20796.63000000
2020-12-16 20:16:00,20796.63000000,20796.64000000,20782.43000000,20785.00000000
2020-12-16 20:17:00,20785.01000000,20785.70000000,20769.99000000,20769.99000000
2020-12-16 20:18:00,20769.99000000,20770.00000000,20730.00000000,20739.78000000
2020-12-16 20:19:00,20739.78000000,20754.69000000,20734.37000000,20740.85000000
2020-12-16 20:20:00,20740.85000000,20744.90000000,20732.38000000,20740.27000000
2020-12-16 20:21:00,20740.27000000,20746.53000000,20730.00000000,20730.23000000
2020-12-16 20:22:00,20730.23000000,20747.93000000,20730.22000000,20747.23000000
2020-12-16 20:23:00,20747.22000000,20747.23000000,20730.00000000,20743.13000000
2020-12-16 20:24:00,20743.75000000,20748.26000000,20735.01000000,20746.39000000
2020-12-16 20:25:00,20746.40000000,20776.99000000,20743.50000000,20768.23000000
2020-12-16 20:26:00,20767.76000000,20798.83000000,20762.16000000,20772.92000000
2020-12-16 20:27:00,20772.92000000,20798.79000000,20770.03000000,20790.45000000
2020-12-16 20:28:00,20790.45000000,20809.33000000,20790.45000000,20803.89000000
2020-12-16 20:29:00,20803.89000000,20809.33000000,20798.93000000,20800.31000000
2020-12-16 20:30:00,20800.32000000,20820.00000000,20800.31000000,20818.62000000
2020-12-16 20:31:00,20818.59000000,20820.00000000,20809.12000000,20809.12000000
2020-12-16 20:32:00,20809.13000000,20819.92000000,20809.12000000,20815.88000000
2020-12-16 20:33:00,20815.88000000,20816.80000000,20800.13000000,20808.93000000
2020-12-16 20:34:00,20808.98000000,20812.62000000,20796.16000000,20805.84000000
2020-12-16 20:35:00,20805.52000000,20807.89000000,20784.62000000,20802.66000000
2020-12-16 20:36:00,20802.67000000,20804.47000000,20781.82000000,20789.00000000
2020-12-16 20:37:00,20789.00000000,20807.53000000,20780.00000000,20805.31000000
2020-12-16 20:38:00,20803.44000000,20819.00000000,20790.00000000,20790.64000000
2020-12-16 20:39:00,20790.64000000,20829.90000000,20790.64000000,20828.04000000
2020-12-16 20:40:00,20828.05000000,20836.50000000,20823.23000000,20836.50000000
2020-12-16 20:41:00,20836.50000000,20839.00000000,20801.86000000,20817.04000000
2020-12-16 20:42:00,20817.05000000,20828.36000000,20803.90000000,20806.98000000
2020-12-16 20:43:00,20806.38000000,20818.54000000,20800.02000000,20814.95000000
2020-12-16 20:44:00,20814.94000000,20829.03000000,20800.46000000,20813.52000000
2020-12-16 20:45:00,20813.52000000,20819.43000000,20801.03000000,20803.46000000
2020-12-16 20:46:00,20803.47000000,20811.23000000,20803.46000000,20806.01000000
2020-12-16 20:47:00,20806.21000000,20810.00000000,20801.39000000,20806.72000000
2020-12-16 20:48:00,20806.72000000,20819.39000000,20800.53000000,20819.38000000
2020-12-16 20:49:00,20819.39000000,20819.79000000,20800.62000000,20805.91000000
2020-12-16 20:50:00,20805.91000000,20805.91000000,20785.00000000,20792.00000000
2020-12-16 20:51:00,20792.01000000,20792.01000000,20774.85000000,20774.86000000
2020-12-16 20:52:00,20774.85000000,20787.05000000,20771.90000000,20773.99000000
2020-12-16 20:53:00,20774.85000000,20804.56000000,20774.85000000,20789.99000000
2020-12-16 20:54:00,20789.99000000,20799.97000000,20777.74000000,20790.35000000
2020-12-16 20:55:00,20790.34000000,20804.56000000,20790.34000000,20795.24000000
2020-12-16 20:56:00,20795.24000000,20795.24000000,20782.21000000,20792.61000000
2020-12-16 20:57:00,20790.01000000,20799.99000000,20790.01000000,20799.98000000
2020-12-16 20:58:00,20799.98000000,20803.80000000,20790.01000000,20801.56000000
2020-12-16 20:59:00,20801.56000000,20816.62000000,20800.00000000,20802.82000000
2020-12-16 21:00:00,20802.82000000,20820.99000000,20802.82000000,20812.01000000
2020-12-16 21:01:00,20812.00000000,20817.03000000,20802.38000000,20812.20000000
2020-12-16 21:02:00,20812.97000000,20817.14000000,20805.15000000,20808.43000000
2020-12-16 21:03:00,20808.43000000,20808.44000000,20790.44000000,20799.26000000
2020-12-16 21:04:00,20799.26000000,20799.26000000,20779.59000000,20780.32000000
